"Row.names","P1-01-01-arc","P1-02-01-arc","P1-03-01-arc","P1-14-01-arc","P1-15-01-arc","P1-16-01-arc","P1-18-01-arc","P1-20-01-arc","P1-21-01-arc","P1-22-01-arc","P1-23-01-arc","P1-24-01-arc","P2-01-01-arc","P2-03-01-arc","P2-06-01-arc","P2-07-01-arc","P2-08-01-arc","P2-09-01-arc","P2-10-01-arc","P2-11-01-arc","P2-12-01-arc","P2-13-01-arc","P2-14-01-arc","P2-15-01-arc","P2-16-01-arc","P2-17-01-arc","P2-18-01-arc","P2-19-01-arc","P2-20-01-arc","P2-21-01-arc","P2-22-01-arc","P2-23-01-arc","P2-24-01-arc","P3-01-01-arc","P3-02-01-arc","P3-03-01-arc","P3-07-01-arc","P3-08-01-arc","P3-09-01-arc","P3-10-01-arc","P3-11-01-arc","P3-12-01-arc","P3-13-01-arc","P3-14-01-arc","P3-15-01-arc","P3-16-01-arc","P3-17-01-arc","P3-18-01-arc","P3-19-01-arc","P3-20-01-arc","P3-21-01-arc","P3-22-01-arc","P3-23-01-arc","P3-24-01-arc","P1-01-02-arc","P1-02-02-arc","P1-03-02-arc","P1-05-02-arc","P1-06-02-arc","P1-07-02-arc","P1-08-02-arc","P1-09-02-arc","P1-10-02-arc","P1-11-02-arc","P1-12-02-arc","P1-13-02-arc","P1-14-02-arc","P1-15-02-arc","P1-16-02-arc","P1-17-02-arc","P1-18-02-arc","P1-19-02-arc","P1-20-02-arc","P1-21-02-arc","P1-22-02-arc","P1-23-02-arc","P1-24-02-arc","P2-01-02-arc","P2-02-02-arc","P2-03-02-arc","P2-05-02-arc","P2-06-02-arc","P2-07-02-arc","P2-08-02-arc","P2-09-02-arc","P2-10-02-arc","P2-11-02-arc","P2-12-02-arc","P2-13-02-arc","P2-14-02-arc","P2-15-02-arc","P2-16-02-arc","P2-17-02-arc","P2-18-02-arc","P2-19-02-arc","P2-20-02-arc","P2-21-02-arc","P2-22-02-arc","P2-23-02-arc","P2-24-02-arc","P3-01-02-arc","P3-02-02-arc","P3-03-02-arc","P3-05-02-arc","P3-06-02-arc","P3-07-02-arc","P3-08-02-arc","P3-09-02-arc","P3-10-02-arc","P3-11-02-arc","P3-12-02-arc","P3-13-02-arc","P3-14-02-arc","P3-15-02-arc","P3-16-02-arc","P3-17-02-arc","P3-18-02-arc","P3-19-02-arc","P3-20-02-arc","P3-21-02-arc","P3-22-02-arc","P3-23-02-arc","P3-24-02-arc"
"ASV485",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,0,7,7,0,3,1,9,0,3,9,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV489",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,8,0,13,18,17,19,15,15,12,22,13,17,11,10,3,2,10,15,15,13,13,12,15,6,3,0,5,0,5,9,9,4,7,7,10,6,7,2,4,6,3,6,3,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0
"ASV490",3,0,9,0,0,0,0,0,0,0,6,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,11,13,5,0,0,4,6,10,3,0,0,7,4,0,2,4,16,7,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV493",0,0,1,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,7,0,10,6,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV495",3,0,28,0,32,0,0,0,61,0,2,86,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,13,2,4,8,13,21,0,20,9,7,17,19,20,17,17,21,18,12,39,18,33,25,35,0,4,0,0,3,0,7,0,0,8,0,3,7,5,6,8,3,0,3,3,1,7,9,2,4,0,2,4,3,0,1,0,2,0,2,6,0,2,0,1,4,6,8,8,12,6
"ASV499",0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,4,6,6,6,0,10,2,2,0,0,5,2,0,6,4,4,4,1,3,0,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV506",13,3,20,28,7,0,0,0,0,0,17,30,0,0,0,0,0,0,0,0,0,0,2,7,3,0,9,0,0,0,2,0,1,0,0,0,0,10,0,11,0,0,0,1,3,0,0,1,0,8,0,3,0,1,15,21,21,28,39,32,23,24,35,38,32,37,47,35,39,24,37,39,16,34,20,40,27,23,20,23,20,21,13,14,0,12,26,17,24,27,14,19,19,27,14,14,10,12,20,15,0,0,14,10,11,5,11,0,8,0,0,0,5,4,8,7,0,5,8,6,6,0,0
"ASV507",0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,6,0,15,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
"ASV508",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,6,0,7,0,0,0,0,8,0,0,0,0,10,3
"ASV509",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,2,2,0,21,0,0,0,3,0,0,0,0,0,0,4,2,0,4,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,11,4,2,2,1,0,6,0,0,4,4,1,2,2,2,1,3,0,1,5,4
"ASV511",0,0,0,0,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,19,0,1,7,0,11,0,0,6,7,0,0,2,0,1,5,0,0,3,5,2,0,8,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,4,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,2
"ASV514",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,6,9,11,11,11,0,443,4,0,8,6,6,6,11,17,0,6,11,10,18,6,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV515",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,23,19,6,14,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,24,4,4,43,10,0,4,4,2,4,0,0,0,0,2,0,1,0,0,0,11,14,24,5,9,22,24,15,14,13,1,3,4,11,7,11,6,7,7,13,4,7,6
"ASV516",11,9,13,0,0,20,0,30,0,0,42,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,120,188,213,254,195,221,797,255,303,315,223,189,164,422,431,296,357,335,385,414,378,549,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV517",0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,43,40,63,75,78,116,86,88,99,123,161,74,59,156,140,134,113,94,131,130,98,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV519",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,6,2,0,0,9,0,9,0,0,0,7,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,6
"ASV524",23,27,54,0,40,39,14,0,98,0,127,23,0,0,0,4,0,0,0,0,0,0,5,0,0,0,8,1,7,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1857,1686,1743,2264,2072,2288,2256,1691,1800,1814,1815,1329,1420,1013,1501,1855,1620,1620,1573,1229,1840,1877,1375,64,72,88,111,118,63,91,103,75,97,69,72,51,57,71,79,266,138,119,111,83,100,85,21,20,16,19,14,6,13,0,4,0,4,0,9,6,7,6,11,6,8,8,9,13,4
"ASV527",0,0,0,0,0,37,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,77,103,88,94,118,127,99,103,100,118,99,115,90,99,117,145,91,57,77,87,108,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV528",3,1,0,0,1,10,8,0,0,0,12,0,0,0,0,15,9,12,0,0,13,0,5,14,16,22,5,11,10,3,7,21,12,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,9,0,1,0,1,0,5,8,9,19,12,14,6,17,13,18,14,8,11,16,11,6,16,11,17,9,15,11,31,49,56,58,58,51,81,48,74,55,43,42,48,29,37,34,50,4,22,36,46,49,28,38,9,12,14,13,7,3,6,9,10,2,39,19,12,10,5,5,10,6,9,9,5,8,9
"ASV529",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV531",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV532",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV533",0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV534",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV536",676,800,637,400,448,495,429,75,578,0,605,560,645,0,0,385,271,218,0,203,183,642,159,179,217,181,206,104,120,173,233,93,164,155,0,261,370,377,332,209,303,282,170,227,248,242,359,393,322,384,386,455,512,323,2591,2644,2691,2413,2719,2364,2074,2203,2938,2864,2588,2423,2612,2412,2083,1962,1611,1726,1699,2198,1905,1923,2195,2211,1998,2190,2029,1901,1774,1697,1615,1805,1597,1694,1535,1389,1325,1457,1148,648,753,994,1454,1082,1312,1266,2954,2589,2239,2652,2545,2513,2235,2381,2203,2496,2257,2324,2170,2276,2040,2244,2241,2119,1758,2329,2230,2404,2238
"ASV541",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,18,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,9,0,0,0,0,0,14,0,4,15,43,2,3,1,5,13,4,19,11,27,14,29,43,19,15,28,14,18,22,12,43,22,19,11,17,38,32,25,103,92,156,52,86,59,120,190,96,87,97,98,45,53,59,58,21,38,63,57,40,65,24,103,90,216,124,120,121,190,113,145,141,492,152,127,127,113,83,110,114,218,187,112,34,29
"ASV542",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,12,12,7,11,21,27,41,7,22,19,13,11,11,23,31,8,15,22,19,37,30,13,78,72,92,27,33,17,93,162,78,53,85,59,36,32,23,24,4,18,33,30,15,14,15,56,84,132,40,65,76,143,100,66,85,510,100,76,67,51,41,46,45,68,56,24,19,14
"ASV555",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,10,13,11,19,12,9,4,5,21,4,15,5,1,11,7,0,3,12,5,15,5,18,10,5,8,0,18,7,8,4,6,6,7,7,5,3,0,1,3,3,3,12,2,0,5,0,0,0,7,0,5,0,4,17,0,0,0,2,2,0,0,0,3,0,2,2
"ASV556",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,12,0,8,3,7,0,5,0,12,0,6,0,0,5,0,0,0,0,6,0,0,0,0
"ASV560",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,9,0,0,0,0,4,0,0,0,0,6,0,3,0,0,4,0,0,5,0,0,0,0
"ASV562",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,6,7,10,18,0,7,0,8,0,0,0,4,0,3,10,0,0,9,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,4,0,7,0,5,0,0,0,0,0,0,0,5,2,0
"ASV563",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,11,13,6,0,0,4,0,2,0,5,0,10,0,0,0,0,0,5,0,1,5,4,0,0,0,0,4,4,0,10,0,0,15,0,5,7,3,0,0,0,0,0,0,0,0
"ASV571",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,10,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"ASV572",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,7,2,0,4,0,10,0,0,0,8,5,2,0,9,0,4,0,0,0,12,0,15,5,13,15,9,0,9,0,7,0,6,12,0,4,0,0,0,3,0,11,0,0,0,0,4,4,13,1,5,5,6,5,2,4,8,6,0,2,0,0,0,0,0,9,5,3
"ASV573",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,9,0,8,0,0,0,0,14,5,0,10,0,0,0,0,0,9,9,4,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV574",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,6,0,13,3,0,6,0,5,0,5,3,5,0,13,6,6,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,3,0,0
"ASV580",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,4,3,0,0,4,0,0,3,5,0,0,0,0,5,2,3,0,9,0,0,5,6,0,0,0,0,0,4,0,0,3,0,1,0,17,0,0,0,0,0,0,2,9,3,2,0,1,2,0,2,1,0,0,0,2,2,9,4,0,5,0,0,2,4
"ASV586",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,35,32,15,32,21,18,26,25,47,28,16,13,13,14,11,13,13,7,18,3,6,14,31,10,12,35,28,23,9,19,28,43,17,21,24,20,30,20,21,35,19,30,19,28,11
"ASV587",0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,10,0,13,0,0,15,11,0,0,0,7,9,0,0,0,0,0,0,0,9,0,14,10,6,0,0,9,0,0,0,0,4,6,0,5,0,0,0,0,0,10,0,0,12,0,0,0,9,0,0,5,0,0,0,0,14,10,0,4,6,0,0,0,0,5,0,0,0
"ASV589",0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,6,0,17,16,0,0,9,9,9,0,7,4,9,15,0,12,14,0,8,0,0,17,26,24,12,17,0,0,14,16,0,8,0,12,18,20,10,54,19,14,31,17,0,16,0,16,21,8,13,17,10,11,14,15,26,10,12,0,0,15,23,0,8,8,13,6,0
"ASV590",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,8,0,12,0,0,0,0,0,0,0,13,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,16,0,0,0,0,6,0,0,0,0,0,12,9,0,0,0,0,0,0,0,4
"ASV596",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,4,5,8,4,2,2,3,9,5,3,2,7,4,2,5,0,0,0,3,4,2,2,0,7,0,2,2,0,1,5,4,4,2,2,35,2,1,3,0,0,0,3,2,0,0,0,0
"ASV601",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,8,0,0,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,7
"ASV610",18,36,26,7,20,33,0,0,0,0,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,81,106,93,63,119,73,94,90,97,72,78,93,85,64,89,89,79,79,76,92,64,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV611",8,8,4,36,0,0,0,0,0,0,10,6,0,0,0,18,0,0,0,0,7,0,13,7,5,0,16,2,10,0,1,7,0,0,0,12,2,0,0,0,56,0,0,0,0,0,0,0,0,1,0,2,1,1,16,33,32,31,30,27,20,31,30,27,24,61,35,42,38,28,19,15,25,34,29,17,34,71,69,54,47,42,60,51,51,36,41,52,43,64,14,34,42,23,14,32,33,45,26,38,13,12,8,6,8,16,5,14,10,8,10,10,14,4,12,14,9,9,12,8,0,13,6
"ASV612",34,21,7,67,24,0,0,0,10,0,17,3,0,0,0,6,0,4,0,0,0,0,0,0,0,0,60,0,0,10,5,4,3,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,2,0,1,2,1,0,103,83,93,91,112,87,81,94,92,87,106,72,78,94,79,91,124,88,90,95,107,94,94,38,41,48,50,38,40,44,28,53,54,31,31,17,25,46,42,203,34,35,23,40,30,25,28,26,26,8,18,17,13,21,20,26,30,26,26,23,19,25,14,16,28,14,21,19,16
"ASV616",0,0,7,0,9,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV617",18,30,19,15,0,18,15,0,27,0,24,21,0,191,0,24,7,19,0,0,9,0,4,19,2,0,6,10,8,6,13,0,1,0,0,13,10,20,11,0,28,0,0,2,0,2,4,3,8,37,11,7,2,3,249,225,219,231,156,137,129,156,133,264,155,158,176,124,201,128,116,204,150,379,197,182,199,263,246,197,148,151,128,134,111,124,134,207,131,88,92,102,90,33,83,130,113,106,89,83,245,138,116,117,104,151,136,95,89,79,65,50,71,84,62,50,36,61,207,64,70,46,39
"ASV618",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV619",0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
