OTUID	Sample01	Sample02	Sample03	Sample04	Sample05	Sample06	Sample07	Sample08	Sample_09	Sample10	Sample11
ASV7289	0	0	0	0	0	0	0	0	0	0	0
ASV7290	0	0	2	0	0	0	0	0	0	0	0
ASV7291	0	0	0	0	0	0	0	0	0	0	6
ASV7292	0	0	0	0	0	0	0	0	0	0	0
ASV7293	0	0	0	0	0	0	0	0	0	0	0
ASV7294	0	0	0	0	0	0	0	3	0	0	0
ASV7295	0	0	0	0	0	0	0	0	0	0	0
ASV7296	0	0	0	0	0	0	0	0	0	0	0
ASV7298	0	0	0	0	0	0	0	0	0	0	0
ASV7299	0	0	0	0	0	0	0	0	0	0	0
ASV7300	0	3	3	0	1	0	0	1	2	0	0
ASV7301	0	4	2	0	1	0	0	0	2	0	0
ASV7302	0	0	0	2	0	1	8	1	1	5	0
ASV7303	0	0	0	0	0	1	3	0	3	0	0
ASV7304	0	1	0	0	5	0	0	1	1	0	0
ASV7305	0	0	0	0	0	0	0	0	0	0	0
ASV7306	7	4	0	0	0	2	0	0	0	0	0
ASV7307	0	0	0	1	0	0	1	1	2	0	0
ASV7308	0	0	0	8	0	0	8	3	3	5	0
ASV7309	0	0	0	0	0	3	0	0	0	0	0
ASV7310	0	0	0	0	0	0	0	0	0	0	0
ASV7311	0	1	0	2	0	0	0	3	0	0	0
ASV7312	0	2	0	0	0	0	0	0	0	0	0
ASV7313	0	0	0	0	0	0	0	0	0	0	0
ASV7314	0	0	0	0	0	0	0	0	1	0	0
ASV7315	6	3	3	7	3	0	0	2	2	3	0
ASV7316	0	0	0	7	0	0	0	0	0	0	0
ASV7317	16	9	0	5	0	2	2	0	0	0	0
ASV7318	0	0	0	0	0	0	0	0	0	0	0
ASV7319	18	10	5	3	2	3	0	2	0	0	0
ASV7320	0	0	0	0	0	0	0	0	4	0	0
ASV7321	0	0	0	0	0	0	0	0	0	4	0
ASV7322	0	5	3	0	4	6	4	32	9	7	1
ASV7324	3	4	1	2	6	7	7	2	5	5	3
ASV7325	0	0	0	0	0	0	2	0	0	0	0
ASV7326	0	0	0	0	0	0	0	0	0	0	0
ASV7327	7	22	5	6	5	7	18	29	3	7	4
ASV7328	2	8	2	9	6	1	4	5	5	5	0
ASV7330	5	21	5	6	3	9	2	6	0	0	2
ASV7331	10	9	5	8	9	6	5	38	11	10	1
ASV7332	44	85	62	61	66	78	71	344	59	59	33
ASV7333	5	11	3	1	4	4	4	6	0	0	0
ASV7334	0	0	0	0	1	0	0	0	0	0	0
ASV7335	0	0	0	0	0	0	0	0	0	0	0
ASV7336	0	0	0	0	0	0	0	0	0	0	0
ASV7338	0	0	0	0	0	0	0	0	0	0	0
ASV7339	0	8	9	3	5	2	9	7	1	1	3
ASV7340	0	0	1	0	0	0	0	0	0	0	0
ASV7341	0	0	0	0	0	0	0	0	0	0	0
ASV7342	0	0	0	0	0	0	0	1	0	0	0
ASV7343	1	1	0	0	0	0	0	0	0	0	0
ASV7344	0	0	0	0	0	0	0	0	0	0	0
ASV7345	7	6	4	4	1	2	4	0	0	0	0
ASV7346	0	0	0	0	0	0	0	0	0	0	0
ASV7347	0	0	0	0	0	0	0	0	0	0	0
ASV7348	0	0	0	0	0	0	0	0	0	0	0
ASV7349	0	0	0	0	0	0	0	0	0	0	0
ASV7350	0	0	0	0	0	0	0	0	0	0	0
ASV7351	0	3	0	0	0	6	3	4	0	0	0
ASV7352	0	0	0	0	0	0	0	0	0	0	0
ASV7353	0	0	0	0	0	0	0	0	0	0	0
ASV7354	0	0	0	0	0	0	0	0	0	0	0
ASV7355	0	0	0	0	0	0	0	0	0	0	0
ASV7356	0	0	0	0	0	0	0	0	0	0	0
ASV7357	0	0	0	0	7	0	0	0	0	0	0
ASV7358	0	0	0	0	0	1	9	0	0	0	0
ASV7360	1	4	0	3	2	0	2	7	3	0	0
ASV7361	0	8	2	4	3	0	0	0	0	0	0
ASV7362	0	0	0	0	0	0	0	0	0	2	0
ASV7363	2	0	0	0	0	0	0	0	0	0	0
ASV7364	0	0	0	0	0	0	0	0	0	0	0
ASV7365	0	0	0	0	0	0	0	0	0	0	0
ASV7366	12	33	15	4	4	2	9	57	9	7	0
ASV7367	0	0	1	3	4	0	0	0	0	0	0
ASV7368	0	0	0	1	0	0	0	0	0	0	0
ASV7369	3	11	7	1	0	6	2	11	2	8	0
ASV7371	42	0	2	5	13	0	0	12	7	0	0
ASV7372	0	0	0	0	0	3	0	0	0	0	0
ASV7373	8	0	1	1	0	0	0	0	0	0	0
ASV7374	17	5	12	2	5	2	0	10	1	0	0
ASV7378	0	0	0	0	0	0	0	0	0	0	0
ASV7380	0	0	0	0	0	0	8	0	0	0	0
ASV7381	1	0	0	0	0	1	0	0	0	0	0
ASV7382	1	8	0	0	0	2	2	0	0	0	0
ASV7383	0	0	0	0	0	0	0	0	0	0	0
ASV7384	0	0	0	0	0	0	0	11	1	2	0
ASV7385	0	0	0	0	0	0	0	0	0	6	0
ASV7386	0	0	0	0	0	2	3	0	0	0	0
ASV7387	0	0	0	0	0	0	0	0	0	0	0
ASV7388	0	0	0	0	0	0	0	0	0	0	0
ASV7389	0	0	0	0	0	0	0	1	0	0	0
ASV7390	0	2	0	0	0	1	0	0	0	0	0
ASV7391	0	0	0	0	0	0	0	0	0	0	0
ASV7392	0	0	0	0	0	0	0	0	0	0	0
ASV7393	3	17	17	14	9	13	22	63	63	114	29
ASV7394	0	0	0	0	0	0	0	13	0	0	0
ASV7395	0	0	0	0	0	0	0	0	0	0	0
ASV7396	0	0	0	0	0	0	0	0	0	0	0
ASV7397	0	0	0	0	0	0	0	2	0	0	0
ASV7398	0	0	0	0	0	0	0	2	0	0	0
ASV7399	0	0	0	1	0	0	0	0	0	0	0
ASV7400	8	6	5	13	4	4	3	3	0	2	2
ASV7401	4	5	4	6	0	0	2	4	6	0	0
ASV7402	0	5	0	1	7	0	0	18	0	7	0
ASV7403	0	0	0	0	0	0	0	0	0	0	0
ASV7404	4	5	8	5	4	2	4	2	0	3	4
ASV7405	0	0	0	0	0	0	0	0	0	0	0
ASV7406	0	1	1	2	0	0	1	0	0	0	0
ASV7408	2	3	0	0	4	0	1	10	5	3	0
ASV7409	1	18	3	1	0	0	0	3	0	0	2
ASV7410	0	1	1	0	0	0	0	11	0	0	0
ASV7411	0	0	0	0	0	0	0	0	0	0	0
ASV7412	1	18	16	13	3	0	18	0	3	2	0
ASV7413	1	0	0	2	1	0	0	0	0	0	0
ASV7414	1	0	4	1	2	2	2	3	3	3	3
ASV7415	0	0	0	0	0	0	0	0	0	0	0
ASV7416	0	0	0	0	0	0	0	0	0	0	0
ASV7417	0	0	0	0	0	0	0	0	0	4	0
ASV7418	0	0	0	0	6	0	0	0	0	0	0
ASV7422	3	14	11	6	14	7	2	26	12	4	1
ASV7423	0	0	0	0	0	0	0	0	0	0	0
ASV7424	0	0	0	0	0	0	0	0	0	0	0
ASV7425	17	0	0	0	0	0	0	0	0	0	0
ASV7426	3	5	8	1	1	2	1	21	0	11	2
ASV7428	0	0	0	0	0	0	0	2	0	0	0
ASV7429	0	0	0	0	0	0	0	0	0	0	0
ASV7430	0	0	0	0	0	0	1	0	0	0	0
ASV7431	0	3	0	0	0	0	0	0	0	0	0
ASV7434	0	0	0	1	3	0	0	1	0	0	0
ASV7435	1	4	4	3	6	2	6	2	7	1	0
ASV7436	0	0	0	0	0	0	0	1	0	0	0
ASV7437	13	5	13	17	9	1	15	14	9	4	8
ASV7438	8	4	3	6	6	6	5	0	0	2	4
ASV7439	0	0	0	0	0	0	4	0	0	0	0
ASV7440	0	0	2	1	0	0	2	0	1	0	0
ASV7441	8	5	7	8	4	0	9	4	1	7	4
ASV7442	0	0	0	1	2	2	0	0	0	0	0
ASV7443	2	0	0	0	0	0	0	0	0	0	0
ASV7444	16	6	8	17	13	6	12	5	5	2	4
ASV7445	15	17	13	16	10	9	19	12	13	12	0
ASV7446	0	0	0	0	0	0	0	0	0	0	0
ASV7447	0	0	0	0	0	0	0	0	0	0	0
ASV7448	0	0	0	0	0	0	0	0	0	0	0
ASV7449	12	9	9	13	8	6	13	7	7	2	2
ASV7450	0	0	0	0	0	0	0	0	0	0	0
ASV7452	0	0	0	0	0	0	0	0	0	0	0
ASV7453	0	0	0	0	0	0	4	5	0	0	0
ASV7455	0	8	3	1	3	0	3	0	0	0	0
ASV7456	0	0	0	0	0	0	0	0	0	0	0
ASV7457	0	0	0	0	0	0	0	0	0	0	0
ASV7458	7	12	2	0	3	2	0	9	3	0	0
ASV7459	0	0	0	0	0	0	0	0	0	0	0
ASV7460	0	0	0	0	0	0	0	0	0	3	0
ASV7461	0	0	0	0	0	0	0	0	0	0	0
ASV7462	2	7	4	0	0	0	0	0	0	0	0
ASV7463	2	6	0	0	4	0	1	7	2	0	0
ASV7464	0	0	0	0	0	0	0	0	0	0	0
ASV7465	0	0	0	0	0	0	0	28	0	0	0
ASV7466	0	0	0	0	0	0	0	0	0	0	0
ASV7471	0	146	17	9	26	7	28	11	6	5	2
ASV7472	0	0	0	0	0	0	0	0	0	0	0
ASV7475	3	1	0	2	0	7	4	7	0	0	0
ASV7476	0	0	0	0	0	0	0	0	0	0	0
ASV7477	0	0	0	0	0	0	0	0	0	0	0
ASV7479	0	0	0	0	0	0	0	0	0	0	0
ASV7480	0	0	0	0	0	0	0	0	0	0	0
ASV7481	0	0	0	0	0	0	0	0	0	0	0
ASV7482	0	0	0	0	0	0	0	0	0	0	0
ASV7483	0	0	0	0	0	0	0	0	0	0	0
ASV7485	1	0	7	7	0	1	9	16	8	13	5
ASV7486	0	0	0	0	0	0	0	0	0	0	0
ASV7487	0	0	0	0	0	0	0	0	0	0	0
ASV7488	0	0	0	0	0	0	0	0	0	0	0
ASV7489	3	7	7	0	0	1	5	22	3	7	0
ASV7490	2	3	7	6	2	5	7	48	8	14	0
ASV7491	0	0	0	0	0	0	0	0	0	0	0
ASV7492	0	0	0	0	2	0	0	0	0	0	0
ASV7493	4	16	4	0	4	14	25	43	11	5	3
ASV7494	0	14	10	6	10	2	8	19	14	3	3
ASV7495	7	6	17	5	8	7	8	34	9	3	6
ASV7496	4	3	0	2	0	1	9	2	3	7	2
ASV7497	0	0	0	0	0	0	0	0	0	0	0
ASV7498	0	0	0	0	0	0	0	0	0	0	0
ASV7499	10	0	8	13	11	4	0	42	6	5	0
ASV7500	0	0	4	0	0	0	0	0	0	0	0
ASV7502	544	329	651	631	496	488	802	657	569	484	364
ASV7503	15	9	35	15	7	14	24	32	15	17	7
ASV7504	3	0	3	0	0	0	1	31	4	5	2
ASV7505	0	0	0	0	0	0	0	0	0	0	0
ASV7506	0	0	2	3	0	0	10	7	0	0	0
ASV7507	4	0	0	0	0	0	0	0	3	0	0
ASV7508	68	95	68	24	31	29	28	73	24	51	19
ASV7509	3	2	2	0	0	0	4	8	3	5	0
ASV7510	0	13	12	1	0	7	22	45	23	23	4
ASV7511	3	9	16	6	22	7	6	244	35	35	11
ASV7512	0	0	0	0	0	0	0	0	0	0	0
ASV7513	0	0	0	0	0	0	0	0	0	0	0
ASV7514	0	0	0	0	0	0	0	0	0	0	0
ASV7515	9	11	23	7	18	12	11	39	15	20	2
ASV7516	13	11	29	14	16	15	53	88	52	30	12
ASV7517	0	0	0	0	0	0	5	0	0	0	0
ASV7518	0	0	6	0	0	2	0	0	0	0	0
ASV7519	0	0	0	0	0	0	0	0	0	0	0
ASV7520	21	86	96	44	46	33	53	65	43	38	9
ASV7521	2	12	6	7	5	6	0	4	0	6	0
ASV7522	0	0	0	0	0	0	0	0	0	0	0
ASV7523	0	0	15	0	0	0	0	0	0	0	0
ASV7524	0	0	0	0	2	0	0	5	0	1	0
ASV7525	5	5	10	16	9	7	5	8	4	7	3
ASV7526	0	0	8	4	4	6	4	33	9	8	9
ASV7527	1	5	0	7	3	0	2	0	0	4	0
ASV7528	0	7	1	0	0	0	7	9	6	5	1
ASV7530	0	0	0	0	0	0	0	14	0	0	0
ASV7532	0	0	0	0	0	0	0	0	0	0	0
ASV7533	0	0	0	0	0	0	0	0	0	0	0
ASV7534	0	0	0	0	0	0	0	0	0	0	0
ASV7535	0	0	0	0	0	0	0	0	0	0	0
ASV7536	14	5	2	5	2	6	2	1	2	3	2
ASV7538	0	0	0	0	0	0	0	0	0	0	0
ASV7539	0	0	0	0	0	0	0	0	0	0	0
ASV7540	1	1	4	0	1	1	0	3	1	1	1
ASV7541	0	0	0	0	0	0	0	0	0	0	0
ASV7542	12	4	2	15	30	23	13	17	9	64	2
ASV7543	0	0	0	0	0	0	0	0	0	0	0
ASV7544	0	0	0	0	0	0	0	0	0	0	0
ASV7545	0	1	6	1	6	5	2	12	5	5	8
ASV7546	2	34	9	27	39	22	34	235	8	241	5
ASV7547	0	0	0	0	0	0	0	0	0	0	0
ASV7548	7	11	3	5	0	0	3	23	10	5	5
ASV7549	10	37	7	14	17	10	25	68	8	9	0
ASV7550	1	8	0	0	0	1	2	20	2	1	5
ASV7552	0	0	0	0	2	0	0	0	0	0	0
ASV7553	0	0	0	0	0	0	0	0	0	0	0
ASV7554	0	0	0	0	0	0	0	0	0	0	0
ASV7555	0	0	0	0	0	0	0	0	0	0	0
ASV7556	0	0	0	0	0	0	0	0	0	0	0
ASV7557	0	0	0	0	0	0	0	0	0	0	0
ASV7558	0	0	0	0	3	0	0	0	0	0	0
ASV7559	0	0	0	0	0	0	0	0	0	3	0
ASV7560	0	0	0	0	0	0	0	0	0	0	0
ASV7561	0	0	0	0	0	0	0	0	0	0	0
ASV7562	0	0	0	0	0	0	0	0	0	0	0
ASV7563	0	0	0	0	0	0	0	0	0	0	0
ASV7564	0	0	0	0	0	0	0	0	0	0	0
ASV7565	0	0	0	0	0	0	0	0	0	0	0
ASV7566	0	0	0	0	0	0	0	0	0	0	0
ASV7567	0	0	0	0	0	0	0	0	0	0	0
ASV7568	0	0	0	0	0	0	0	0	0	0	0
ASV7569	0	0	0	0	0	0	0	0	0	0	0
ASV7570	0	0	0	0	0	0	0	0	0	0	0
ASV7571	0	0	0	0	0	0	0	0	0	0	0
ASV7572	0	0	0	0	0	0	0	0	0	0	0
ASV7573	0	0	0	0	0	0	0	0	0	0	0
ASV7574	0	0	0	0	0	0	0	0	0	0	0
ASV7575	0	0	0	0	0	0	0	0	0	0	0
ASV7576	0	0	0	0	0	0	0	0	0	0	0
ASV7577	0	0	0	0	0	0	0	0	0	0	0
ASV7578	0	0	0	0	0	0	0	0	0	0	0
ASV7579	0	0	2	0	0	0	0	0	0	0	0
ASV7580	0	0	0	0	0	0	0	0	0	0	0
ASV7581	6	0	0	0	0	0	0	0	0	0	0
ASV7582	0	0	0	0	0	0	0	0	0	0	0
ASV7583	0	0	0	0	0	0	0	0	0	0	0
ASV7584	0	0	0	0	0	0	0	0	0	0	0
ASV7585	0	0	0	0	0	0	2	0	0	0	0
ASV7586	4	0	0	0	0	0	0	0	0	0	0
ASV7587	0	0	0	0	0	0	0	0	0	0	0
ASV7588	0	0	0	0	0	0	0	0	0	0	0
ASV7589	0	0	0	0	0	0	0	0	0	0	0
ASV7590	0	0	0	0	0	0	0	0	0	0	0
ASV7591	0	0	0	0	0	0	0	0	0	0	0
ASV7592	0	0	0	0	0	0	0	5	0	0	0
ASV7593	0	0	0	0	0	0	0	0	0	0	0
ASV7594	0	0	0	0	0	0	0	0	0	0	0
ASV7595	0	0	0	0	0	0	0	0	0	0	0
ASV7596	0	0	0	0	0	0	0	0	0	0	0
ASV7597	0	0	0	0	0	0	0	0	0	0	0
ASV7598	0	0	0	0	0	0	0	0	0	0	0
ASV7599	0	0	0	0	0	0	0	0	0	0	0
ASV7600	0	0	0	0	0	0	0	0	0	0	0
ASV7601	0	0	0	0	0	0	0	0	0	0	0
ASV7602	0	0	0	0	0	0	0	0	0	0	0
ASV7603	0	0	0	0	0	0	0	0	0	2	0
ASV7604	0	0	0	0	0	0	0	0	0	0	0
ASV7605	0	0	0	0	0	0	0	0	0	0	0
ASV7606	0	0	0	0	0	0	0	0	0	0	0
ASV7607	0	0	0	0	0	0	0	0	0	5	0
ASV7608	0	0	0	0	0	0	0	0	6	0	0
ASV7609	0	0	0	0	0	0	0	0	0	0	0
ASV7610	0	0	0	0	0	0	0	0	0	0	0
ASV7611	0	0	0	0	0	0	0	0	0	0	0
ASV7612	0	0	0	2	0	0	0	0	0	0	0
ASV7613	0	0	0	0	0	0	0	0	0	0	0
ASV7614	0	0	0	0	0	0	0	0	0	0	0
ASV7615	0	0	0	0	0	0	0	0	0	0	0
ASV7616	0	0	0	0	0	0	0	0	0	0	0
ASV7617	0	0	0	0	0	0	0	0	0	0	0
ASV7618	0	0	0	0	0	0	0	0	0	0	0
ASV7619	0	0	0	0	0	0	0	2	0	0	0
ASV7620	0	0	0	0	0	0	0	0	0	0	0
ASV7621	0	0	0	0	0	0	0	0	0	0	0
ASV7622	0	2	0	0	0	0	0	0	0	0	0
ASV7623	0	0	0	0	0	0	0	0	0	0	0
ASV7624	0	0	0	0	0	0	0	0	0	0	0
ASV7625	0	0	0	0	0	0	0	0	0	0	0
ASV7627	0	0	0	0	0	0	0	0	0	0	0
ASV7628	0	0	0	0	0	0	0	0	0	0	0
ASV7629	0	0	0	0	0	0	0	0	0	0	0
ASV7630	0	0	0	0	0	0	0	0	0	0	0
ASV7631	0	0	0	0	0	0	0	0	0	0	0
ASV7632	0	0	0	0	0	0	0	0	0	0	0
ASV7633	0	0	0	0	0	0	0	0	0	0	0
ASV7635	0	0	0	0	0	0	0	0	0	0	0
ASV7636	0	0	0	0	0	0	0	0	0	0	0
ASV7637	0	0	0	0	0	0	0	0	0	0	0
ASV7638	0	0	0	0	0	0	0	0	0	0	0
ASV7639	0	0	0	0	0	0	0	0	0	0	0
ASV7640	0	0	0	0	0	0	0	0	0	0	0
ASV7641	2	0	0	0	0	0	0	0	0	0	0
ASV7642	0	0	0	0	0	0	0	0	0	0	0
ASV7643	0	0	0	0	0	0	0	0	0	0	0
ASV7644	0	0	0	0	0	0	0	0	0	0	0
ASV7645	0	0	0	0	0	0	0	0	0	0	0
ASV7646	0	0	0	0	0	0	0	0	0	0	0
ASV7647	0	0	0	0	0	0	0	0	0	0	0
ASV7648	0	0	0	0	0	0	0	0	0	0	0
ASV7649	0	0	0	0	0	0	0	0	0	0	0
ASV7650	0	0	0	0	0	0	0	0	0	0	0
ASV7651	0	0	0	0	0	0	0	0	0	0	0
ASV7652	0	0	0	0	0	0	0	0	0	0	0
ASV7654	4	3	0	7	0	7	5	6	7	1	0
ASV7655	0	0	6	0	0	0	0	0	0	0	0
ASV7656	0	0	0	4	0	0	0	0	0	0	0
ASV7657	0	0	0	0	0	0	0	0	0	0	0
ASV7658	0	0	0	0	0	0	0	0	0	0	0
ASV7659	0	0	0	0	0	0	0	0	0	0	0
ASV7660	0	0	0	0	0	0	0	0	0	0	0
ASV7661	0	0	0	0	0	0	0	0	0	0	0
ASV7662	0	2	0	0	0	0	0	0	0	0	0
ASV7663	0	0	0	0	0	0	0	0	0	0	0
ASV7664	0	0	0	0	0	0	0	0	0	0	0
ASV7665	0	0	0	0	0	0	0	0	0	0	0
ASV7666	0	0	0	0	0	0	0	0	0	0	0
ASV7667	0	0	0	0	0	0	0	0	0	0	0
ASV7668	0	0	0	0	0	0	0	0	0	0	0
ASV7669	0	0	0	0	0	0	0	0	0	0	0
ASV7670	0	0	0	0	0	0	0	0	0	0	0
ASV7671	0	0	0	0	0	0	0	0	0	0	0
ASV7672	0	0	0	0	0	0	0	0	0	0	0
ASV7673	0	0	0	0	0	0	0	0	0	0	0
ASV7674	0	0	0	0	0	0	0	0	0	0	0
ASV7675	0	0	0	0	0	0	0	0	0	0	0
ASV7676	0	0	0	0	2	0	0	0	0	0	0
ASV7677	0	0	0	0	0	0	0	0	0	0	0
ASV7678	0	0	0	0	0	0	0	0	0	0	0
ASV7679	0	0	0	0	0	0	0	0	0	2	0
ASV7680	0	0	0	0	0	0	0	0	0	0	0
ASV7681	0	0	0	0	0	0	0	0	0	0	0
ASV7682	0	0	0	0	0	0	0	0	0	0	0
ASV7683	0	0	0	0	0	0	0	0	0	0	0
ASV7684	0	0	0	0	0	0	0	0	0	0	0
ASV7685	0	0	0	4	0	0	0	0	0	0	0
ASV7686	0	0	0	0	0	0	0	0	0	0	0
ASV7687	0	0	0	0	0	0	0	0	0	0	0
ASV7688	0	0	0	0	0	2	0	0	0	0	0
ASV7689	0	0	0	0	0	0	0	0	0	0	0
ASV7690	0	0	2	0	0	0	0	0	0	0	0
ASV7691	0	0	0	0	0	0	0	0	0	0	0
ASV7692	0	0	0	0	0	0	0	0	0	0	0
ASV7693	0	0	0	0	0	0	0	0	0	0	0
ASV7694	0	0	0	0	0	0	0	0	0	0	0
ASV7695	0	0	0	0	0	0	0	0	0	0	0
ASV7696	0	0	0	0	0	0	0	0	0	0	0
ASV7697	0	0	0	0	0	0	0	0	0	0	0
ASV7698	0	0	0	0	0	0	0	0	0	0	0
ASV7699	0	0	0	0	0	0	0	2	0	0	0
ASV7700	0	0	0	0	0	0	0	2	0	0	0
ASV7701	0	0	0	0	0	0	0	0	0	0	0
ASV7702	0	0	0	0	0	0	0	0	0	0	0
ASV7703	0	0	0	0	0	0	0	0	0	0	0
ASV7704	0	0	0	0	0	0	0	0	0	0	0
ASV7705	0	0	0	0	0	0	0	0	0	0	0
ASV7706	0	0	0	0	0	0	0	0	0	0	0
ASV7707	0	0	0	0	0	0	0	0	0	0	0
ASV7708	0	0	0	0	0	0	0	0	0	0	0
ASV7709	0	0	0	0	0	0	0	0	0	0	0
ASV7710	0	0	0	0	0	0	0	0	0	0	0
ASV7711	0	0	0	0	0	0	0	0	0	0	0
ASV7712	0	0	0	0	0	0	0	0	0	0	0
ASV7713	0	0	0	0	0	0	0	0	0	0	0
ASV7714	0	0	0	0	0	0	0	0	0	0	0
ASV7715	0	0	0	0	0	0	0	0	0	0	0
ASV7716	0	0	0	0	0	0	0	0	0	0	0
ASV7717	0	0	0	0	0	0	0	0	0	0	0
ASV7718	0	0	0	0	0	0	0	0	0	0	0
ASV7719	0	0	0	0	0	0	0	0	0	0	0
ASV7720	0	0	0	0	0	0	0	0	0	0	0
ASV7721	0	0	0	0	0	0	0	0	0	0	0
ASV7722	0	0	0	0	0	0	0	0	0	0	0
ASV7723	0	0	0	0	0	0	0	0	0	0	0
ASV7724	0	0	0	0	0	0	0	0	0	0	0
ASV7725	0	0	0	0	0	0	0	0	0	0	0
ASV7726	0	0	0	0	0	0	0	0	0	0	0
ASV7727	0	0	0	0	0	0	0	0	0	0	0
ASV7728	13	10	4	6	13	6	9	91	7	2	3
ASV7729	0	0	0	0	0	0	0	0	0	0	0
ASV7730	0	0	0	0	0	0	0	0	0	0	0
ASV7731	0	0	0	0	0	0	0	0	0	0	0
ASV7732	0	0	0	0	0	0	0	0	0	0	0
ASV7733	0	5	0	2	1	2	0	5	0	0	0
ASV7734	0	0	0	0	0	0	0	0	0	0	0
ASV7735	32	29	39	34	34	45	33	86	40	47	27
ASV7736	0	0	0	0	0	0	0	0	0	3	0
ASV7737	0	0	0	0	0	0	0	0	0	0	0
ASV7738	0	0	0	0	0	0	0	0	0	0	0
ASV7739	0	0	0	0	0	0	0	0	0	0	0
ASV7740	0	0	0	0	0	0	0	0	0	7	0
ASV7741	39	42	27	14	23	23	58	108	75	67	105
ASV7742	0	4	0	0	0	0	0	0	5	0	0
ASV7743	0	17	5	3	12	6	5	38	3	2	4
ASV7745	164	261	184	220	198	269	384	427	301	248	189
ASV7747	0	0	0	0	0	0	0	0	0	0	0
ASV7748	0	0	0	0	0	0	0	0	0	0	0
ASV7749	0	0	0	0	0	0	0	0	2	0	0
ASV7750	0	0	0	0	0	0	0	0	0	0	0
ASV7751	0	0	0	0	0	0	0	0	0	0	0
ASV7752	0	0	0	0	0	0	0	0	0	0	0
ASV7753	0	0	0	0	0	0	0	0	0	0	0
ASV7754	0	0	0	0	0	0	0	0	0	2	0
ASV7755	0	0	0	0	0	0	0	0	0	0	0
ASV7756	0	0	0	0	0	0	0	0	0	0	0
ASV7757	1	2	0	1	0	0	0	0	0	0	0
ASV7758	0	0	0	0	0	0	0	0	0	0	0
ASV7759	13	31	12	7	3	4	14	5	11	3	15
ASV7760	0	0	0	0	0	0	0	0	0	0	0
ASV7762	0	0	0	0	0	0	0	0	0	0	0
ASV7763	0	0	0	0	0	0	0	0	0	0	0
ASV7764	0	0	0	0	0	0	0	2	0	0	0
ASV7765	0	0	0	0	0	0	0	0	0	0	0
ASV7766	3	11	5	11	2	4	4	2	9	10	22
ASV7769	0	0	0	0	0	0	0	6	0	0	0
ASV7770	0	0	0	0	0	0	0	0	0	0	0
ASV7771	8	7	0	0	0	0	0	0	0	1	0
ASV7772	2	0	0	0	0	0	0	1	0	0	0
ASV7773	0	0	0	0	0	0	0	0	0	0	0
ASV7774	0	0	0	0	0	0	0	0	0	0	0
ASV7775	0	0	0	0	0	0	0	4	0	0	0
ASV7776	0	0	0	0	0	0	0	0	0	0	0
ASV7777	0	0	0	0	0	0	0	0	0	0	0
ASV7779	0	0	0	0	0	0	0	0	0	0	0
ASV7780	0	0	0	0	0	0	0	0	0	0	0
ASV7781	0	0	2	2	0	0	0	3	0	0	0
ASV7782	0	0	0	0	0	0	0	0	0	0	0
ASV7783	0	0	0	0	0	0	0	0	0	0	0
ASV7784	0	0	0	0	0	0	0	0	0	0	0
ASV7785	0	0	0	0	0	0	3	0	0	0	0
ASV7786	0	0	0	0	0	0	0	0	0	0	0
ASV7787	0	0	0	0	0	0	0	0	0	0	0
ASV7790	0	0	0	0	0	0	0	0	0	0	0
ASV7791	0	0	0	0	0	0	0	0	0	0	0
ASV7792	0	0	0	0	0	0	0	0	0	0	0
ASV7793	0	0	0	0	0	0	0	0	0	0	0
ASV7794	0	0	0	0	0	0	0	0	0	0	0
ASV7795	0	0	0	0	0	0	0	0	0	0	0
ASV7796	0	0	0	0	0	0	0	0	0	0	0
ASV7797	0	0	0	0	0	0	3	0	0	0	0
ASV7798	0	0	0	0	0	0	3	0	0	0	0
ASV7799	0	0	0	0	0	0	0	0	0	0	0
ASV7800	0	0	0	0	0	0	0	0	0	0	0
ASV7802	0	0	0	0	0	0	0	3	0	0	0
ASV7804	0	0	0	0	0	0	0	4	1	0	0
ASV7806	19	49	15	18	9	10	9	47	8	12	4
ASV7807	0	0	0	0	0	0	0	8	0	0	0
ASV7808	0	0	0	0	0	0	0	3	0	0	0
ASV7809	0	0	0	0	0	0	0	0	0	0	0
ASV7810	0	0	0	0	0	0	0	0	0	0	0
ASV7811	0	0	0	0	0	0	0	0	0	0	0
ASV7813	0	0	0	0	0	0	0	0	0	0	0
ASV7817	0	0	0	0	0	0	0	0	0	0	0
ASV7825	0	0	3	3	0	0	3	0	0	0	0
ASV7826	0	0	0	0	0	0	0	0	0	0	0
ASV7827	0	0	0	0	0	0	0	0	0	0	0
ASV7829	0	0	0	0	0	0	0	0	0	0	0
ASV7839	0	1	8	0	0	0	0	0	0	0	0
ASV7840	0	0	0	0	0	0	0	0	0	0	0
ASV7841	4	16	6	12	7	0	136	4	106	5	1
ASV7842	4	0	18	38	9	4	46	0	0	0	0
ASV7843	0	0	4	15	3	0	24	0	0	0	0
ASV7844	30	390	1493	1842	382	65	3781	51	94	14	4
ASV7845	0	15	35	53	0	0	82	0	0	0	0
ASV7846	0	0	0	0	0	0	0	0	0	0	0
ASV7847	0	0	0	1	0	4	9	10	3	1	0
ASV7848	76	24	6	2	0	0	0	2	0	1	0
ASV7849	19	56	8	4	19	4	5	53	7	7	0
ASV7850	24	37	6	0	6	0	2	0	2	4	1
ASV7851	0	0	0	0	0	0	0	0	0	0	0
ASV7852	0	0	0	0	0	0	0	0	0	0	0
